sku,nome,categoria,cor,tamanho,preco,custo,estoque_minimo,loja,quantidade
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping RioSul - RJ,8
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping RioSul - RJ,3
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Village Mall - RJ,4
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Village Mall - RJ,13
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Village Mall - RJ,15
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Village Mall - RJ,8
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Village Mall - RJ,2
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping Mueller - PR,3
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping Mueller - PR,11
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping Mueller - PR,13
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping Mueller - PR,7
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping Mueller - PR,2
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Beiramar Shopping - SC,2
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Beiramar Shopping - SC,10
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Beiramar Shopping - SC,12
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Beiramar Shopping - SC,6
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Beiramar Shopping - SC,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Av. Paulista - SP,5
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Av. Paulista - SP,18
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Av. Paulista - SP,21
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Av. Paulista - SP,11
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Av. Paulista - SP,5
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Ibirapuera - SP,4
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Ibirapuera - SP,17
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Ibirapuera - SP,20
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Ibirapuera - SP,10
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Ibirapuera - SP,4
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Eldorado - SP,4
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Eldorado - SP,15
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Eldorado - SP,18
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Eldorado - SP,9
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Eldorado - SP,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Jardins - SP,4
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Jardins - SP,14
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Jardins - SP,17
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Jardins - SP,9
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Jardins - SP,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Morumbi - SP,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Morumbi - SP,13
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Morumbi - SP,16
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Morumbi - SP,8
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Morumbi - SP,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Barra Shopping - RJ,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Barra Shopping - RJ,13
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Barra Shopping - RJ,15
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Barra Shopping - RJ,8
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Barra Shopping - RJ,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Curitiba - PR,3
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Curitiba - PR,12
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Curitiba - PR,14
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Curitiba - PR,7
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Curitiba - PR,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Iguatemi - SC,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Iguatemi - SC,10
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Iguatemi - SC,12
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Iguatemi - SC,6
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Iguatemi - SC,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,PP,104.90,36.00,4,Shopping Itaguaçu - SC,2
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,P,104.90,36.00,4,Shopping Itaguaçu - SC,9
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,M,104.90,36.00,4,Shopping Itaguaçu - SC,11
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,G,104.90,36.00,4,Shopping Itaguaçu - SC,5
VTX-CAM-006,Camiseta Pixel Drift,camiseta,bege,GG,104.90,36.00,4,Shopping Itaguaçu - SC,1
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Av. Paulista - SP,5
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Av. Paulista - SP,19
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Av. Paulista - SP,22
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Av. Paulista - SP,12
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Av. Paulista - SP,5
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping Ibirapuera - SP,4
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping Ibirapuera - SP,17
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping Ibirapuera - SP,20
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping Ibirapuera - SP,10
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping Ibirapuera - SP,4
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Rua Oscar Freire - SP,4
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Rua Oscar Freire - SP,15
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Rua Oscar Freire - SP,18
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Rua Oscar Freire - SP,9
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Rua Oscar Freire - SP,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping Center Norte - SP,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping Center Norte - SP,14
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping Center Norte - SP,17
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping Center Norte - SP,8
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping Center Norte - SP,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping Anália Franco - SP,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping Anália Franco - SP,13
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping Anália Franco - SP,15
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping Anália Franco - SP,8
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping Anália Franco - SP,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping RioSul - RJ,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping RioSul - RJ,13
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping RioSul - RJ,15
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping RioSul - RJ,8
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping RioSul - RJ,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Village Mall - RJ,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Village Mall - RJ,12
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Village Mall - RJ,14
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Village Mall - RJ,7
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Village Mall - RJ,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping Curitiba - PR,3
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping Curitiba - PR,11
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping Curitiba - PR,13
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping Curitiba - PR,7
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping Curitiba - PR,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Shopping Mueller - PR,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Shopping Mueller - PR,10
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Shopping Mueller - PR,12
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Shopping Mueller - PR,6
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Shopping Mueller - PR,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,PP,114.90,40.00,4,Norte Shopping Floripa - SC,2
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,P,114.90,40.00,4,Norte Shopping Floripa - SC,8
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,M,114.90,40.00,4,Norte Shopping Floripa - SC,10
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,G,114.90,40.00,4,Norte Shopping Floripa - SC,5
VTX-CAM-007,Camiseta Longline Circuit,camiseta,preta,GG,114.90,40.00,4,Norte Shopping Floripa - SC,1
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Av. Paulista - SP,5
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Av. Paulista - SP,18
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Av. Paulista - SP,21
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Av. Paulista - SP,12
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Av. Paulista - SP,5
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Shopping Ibirapuera - SP,4
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Shopping Ibirapuera - SP,16
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Shopping Ibirapuera - SP,19
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Shopping Ibirapuera - SP,11
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Shopping Ibirapuera - SP,4
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Shopping Eldorado - SP,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Shopping Eldorado - SP,14
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Shopping Eldorado - SP,17
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Shopping Eldorado - SP,9
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Shopping Eldorado - SP,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Rua Oscar Freire - SP,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Rua Oscar Freire - SP,13
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Rua Oscar Freire - SP,15
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Rua Oscar Freire - SP,8
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Rua Oscar Freire - SP,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Jardins - SP,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Jardins - SP,12
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Jardins - SP,15
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Jardins - SP,8
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Jardins - SP,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Shopping RioSul - RJ,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Shopping RioSul - RJ,13
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Shopping RioSul - RJ,15
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Shopping RioSul - RJ,8
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Shopping RioSul - RJ,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Barra Shopping - RJ,3
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Barra Shopping - RJ,11
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Barra Shopping - RJ,13
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Barra Shopping - RJ,7
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Barra Shopping - RJ,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Shopping Curitiba - PR,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Shopping Curitiba - PR,10
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Shopping Curitiba - PR,12
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Shopping Curitiba - PR,6
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Shopping Curitiba - PR,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Pátio Batel - PR,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Pátio Batel - PR,9
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Pátio Batel - PR,11
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Pátio Batel - PR,6
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Pátio Batel - PR,1
VTX-CLC-001,Calça Jogger Stream,calca,preta,PP,179.90,62.00,3,Beiramar Shopping - SC,2
VTX-CLC-001,Calça Jogger Stream,calca,preta,P,179.90,62.00,3,Beiramar Shopping - SC,8
VTX-CLC-001,Calça Jogger Stream,calca,preta,M,179.90,62.00,3,Beiramar Shopping - SC,10
VTX-CLC-001,Calça Jogger Stream,calca,preta,G,179.90,62.00,3,Beiramar Shopping - SC,5
VTX-CLC-001,Calça Jogger Stream,calca,preta,GG,179.90,62.00,3,Beiramar Shopping - SC,1
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Av. Paulista - SP,4
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Av. Paulista - SP,17
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Av. Paulista - SP,20
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Av. Paulista - SP,11
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Av. Paulista - SP,4
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Shopping Ibirapuera - SP,4
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Shopping Ibirapuera - SP,15
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Shopping Ibirapuera - SP,18
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Shopping Ibirapuera - SP,10
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Shopping Ibirapuera - SP,3
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Rua Oscar Freire - SP,3
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Rua Oscar Freire - SP,13
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Rua Oscar Freire - SP,15
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Rua Oscar Freire - SP,8
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Rua Oscar Freire - SP,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Shopping Center Norte - SP,3
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Shopping Center Norte - SP,12
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Shopping Center Norte - SP,14
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Shopping Center Norte - SP,7
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Shopping Center Norte - SP,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Shopping RioSul - RJ,3
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Shopping RioSul - RJ,12
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Shopping RioSul - RJ,14
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Shopping RioSul - RJ,7
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Shopping RioSul - RJ,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Barra Shopping - RJ,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Barra Shopping - RJ,11
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Barra Shopping - RJ,13
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Barra Shopping - RJ,7
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Barra Shopping - RJ,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Shopping Tijuca - RJ,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Shopping Tijuca - RJ,10
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Shopping Tijuca - RJ,12
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Shopping Tijuca - RJ,6
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Shopping Tijuca - RJ,1
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Pátio Batel - PR,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Pátio Batel - PR,9
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Pátio Batel - PR,11
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Pátio Batel - PR,6
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Pátio Batel - PR,1
VTX-CLC-002,Calça Cargo Render,calca,verde militar,PP,199.90,68.00,3,Shopping Iguatemi - SC,2
VTX-CLC-002,Calça Cargo Render,calca,verde militar,P,199.90,68.00,3,Shopping Iguatemi - SC,8
VTX-CLC-002,Calça Cargo Render,calca,verde militar,M,199.90,68.00,3,Shopping Iguatemi - SC,10
VTX-CLC-002,Calça Cargo Render,calca,verde militar,G,199.90,68.00,3,Shopping Iguatemi - SC,5
VTX-CLC-002,Calça Cargo Render,calca,verde militar,GG,199.90,68.00,3,Shopping Iguatemi - SC,1
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Av. Paulista - SP,4
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Av. Paulista - SP,17
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Av. Paulista - SP,20
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Av. Paulista - SP,11
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Av. Paulista - SP,4
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Shopping Ibirapuera - SP,4
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Shopping Ibirapuera - SP,15
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Shopping Ibirapuera - SP,18
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Shopping Ibirapuera - SP,10
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Shopping Ibirapuera - SP,3
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Shopping Eldorado - SP,3
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Shopping Eldorado - SP,13
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Shopping Eldorado - SP,15
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Shopping Eldorado - SP,8
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Shopping Eldorado - SP,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Jardins - SP,3
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Jardins - SP,12
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Jardins - SP,14
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Jardins - SP,7
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Jardins - SP,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Shopping Morumbi - SP,3
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Shopping Morumbi - SP,12
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Shopping Morumbi - SP,14
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Shopping Morumbi - SP,7
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Shopping Morumbi - SP,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Shopping RioSul - RJ,3
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Shopping RioSul - RJ,11
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Shopping RioSul - RJ,13
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Shopping RioSul - RJ,7
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Shopping RioSul - RJ,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Village Mall - RJ,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Village Mall - RJ,10
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Village Mall - RJ,12
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,G,189.90,65.00,3,Village Mall - RJ,6
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,GG,189.90,65.00,3,Village Mall - RJ,1
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,PP,189.90,65.00,3,Shopping Curitiba - PR,2
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,P,189.90,65.00,3,Shopping Curitiba - PR,10
VTX-CLC-003,Calça Slim Sync,calca,cinza chumbo,M,189.90,65.00,3,Shopping Curitiba - PR,12
